,neighborhood,rent,beds,baths
377,"Murray Hill, Midtown Manhattan, Manhattan",5500,3,2.0
378,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2600,2,1.0
379,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",3200,3,1.0
380,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3025,0,1.0
381,"Financial District, Downtown Manhattan, Manhattan",3900,1,1.0
382,"Murray Hill, Midtown Manhattan, Manhattan",3495,2,1.0
383,"West Village, Downtown Manhattan, Manhattan",3895,1,1.0
384,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4130,1,1.0
385,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",2100,1,1.0
386,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2050,2,2.0
387,"East Harlem, Upper Manhattan, Manhattan",4695,4,2.0
388,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",1900,0,1.0
389,"East Village, Downtown Manhattan, Manhattan",2515,1,1.0
390,"Hell's Kitchen, Midtown Manhattan, Manhattan",10286,3,2.0
391,"Financial District, Downtown Manhattan, Manhattan",4909,1,2.0
392,"Chelsea, Midtown Manhattan, Manhattan",4250,1,1.0
393,"Hunters Point, Long Island City, Northwestern Queens, Queens",4450,2,2.0
394,"Flatbush, Central Brooklyn, Brooklyn",3025,1,1.0
395,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2495,1,1.0
396,"Astoria, Northwestern Queens, Queens",2000,1,1.0
397,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2950,1,1.0
398,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3165,0,1.0
399,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2950,1,1.0
400,"Washington Heights, Upper Manhattan, Manhattan",2995,3,1.0
401,"West Village, Downtown Manhattan, Manhattan",3700,0,1.0
402,"Financial District, Downtown Manhattan, Manhattan",3690,1,1.0
403,"East Harlem, Upper Manhattan, Manhattan",2295,1,1.0
404,"Gramercy Park, Midtown Manhattan, Manhattan",3895,1,1.0
405,"Central Harlem, Upper Manhattan, Manhattan",1950,1,1.0
406,"Murray Hill, Midtown Manhattan, Manhattan",2200,0,1.0
407,"Astoria, Northwestern Queens, Queens",3895,2,2.0
408,"East Village, Downtown Manhattan, Manhattan",3395,1,1.0
409,"East Harlem, Upper Manhattan, Manhattan",5095,3,2.0
410,"Flatbush, Central Brooklyn, Brooklyn",3895,2,2.0
411,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",2600,2,2.0
412,"Chelsea, Midtown Manhattan, Manhattan",4275,1,1.0
413,"Financial District, Downtown Manhattan, Manhattan",2933,0,1.0
414,"Hell's Kitchen, Midtown Manhattan, Manhattan",5200,2,2.0
415,"Upper West Side, Upper Manhattan, Manhattan",2425,0,1.0
416,"Kips Bay, Midtown Manhattan, Manhattan",3295,1,1.0
417,"Murray Hill, Midtown Manhattan, Manhattan",3462,0,1.0
418,"Astoria, Northwestern Queens, Queens",1985,1,1.0
419,"Astoria, Northwestern Queens, Queens",1999,1,1.0
420,"Midtown East, Midtown Manhattan, Manhattan",2300,0,1.0
421,"Murray Hill, Midtown Manhattan, Manhattan",3595,2,1.0
422,"Financial District, Downtown Manhattan, Manhattan",2658,0,1.0
423,"Upper West Side, Upper Manhattan, Manhattan",4195,2,1.0
424,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2500,1,1.0
425,"Flatbush, Central Brooklyn, Brooklyn",2300,2,1.0
426,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3840,2,1.0
427,"Flatiron District, Midtown Manhattan, Manhattan",3595,0,1.0
428,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",1799,1,1.0
429,"Battery Park City, Downtown Manhattan, Manhattan",4703,2,2.0
430,"Kips Bay, Midtown Manhattan, Manhattan",2300,0,1.0
431,"Financial District, Downtown Manhattan, Manhattan",3138,0,1.0
432,"Central Harlem, Upper Manhattan, Manhattan",1750,1,1.0
433,"Hudson Heights, Washington Heights, Upper Manhattan, Manhattan",2350,2,1.0
434,"Upper West Side, Upper Manhattan, Manhattan",2775,0,1.0
435,"Chelsea, Midtown Manhattan, Manhattan",4526,1,1.0
436,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2750,2,1.0
437,"Hell's Kitchen, Midtown Manhattan, Manhattan",2357,1,1.0
438,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2400,1,1.0
439,"Financial District, Downtown Manhattan, Manhattan",4950,1,1.0
440,"West Village, Downtown Manhattan, Manhattan",4318,1,1.0
441,"Financial District, Downtown Manhattan, Manhattan",5313,2,2.0
442,"Tribeca, Downtown Manhattan, Manhattan",7400,2,2.0
443,"East Harlem, Upper Manhattan, Manhattan",3195,1,1.0
444,"Hell's Kitchen, Midtown Manhattan, Manhattan",3190,1,1.0
445,"East Harlem, Upper Manhattan, Manhattan",2000,2,1.0
446,"Astoria, Northwestern Queens, Queens",2995,2,1.0
447,"Hudson Heights, Washington Heights, Upper Manhattan, Manhattan",2350,2,1.0
448,"Hunters Point, Long Island City, Northwestern Queens, Queens",5605,3,3.0
449,"Hell's Kitchen, Midtown Manhattan, Manhattan",3750,2,1.0
450,"Central Harlem, Upper Manhattan, Manhattan",1895,1,1.0
451,"East Harlem, Upper Manhattan, Manhattan",2300,2,1.0
452,"Astoria, Northwestern Queens, Queens",2995,3,1.0
453,"East Village, Downtown Manhattan, Manhattan",2095,0,1.0
454,"Murray Hill, Midtown Manhattan, Manhattan",2800,0,1.0
455,"Hunters Point, Long Island City, Northwestern Queens, Queens",3250,1,1.0
456,"Central Harlem, Upper Manhattan, Manhattan",1800,1,1.0
457,"Chelsea, Midtown Manhattan, Manhattan",3150,0,1.0
458,"Washington Heights, Upper Manhattan, Manhattan",3200,3,1.0
459,"Inwood, Upper Manhattan, Manhattan",1725,1,1.0
460,"Chelsea, Midtown Manhattan, Manhattan",4236,1,1.0
461,"Flatbush, Central Brooklyn, Brooklyn",2500,3,1.0
462,"Financial District, Downtown Manhattan, Manhattan",2933,0,1.0
463,"Financial District, Downtown Manhattan, Manhattan",3843,0,1.0
464,"Theater District, Midtown Manhattan, Manhattan",4033,1,1.0
465,"Theater District, Midtown Manhattan, Manhattan",2850,0,1.0
466,"Financial District, Downtown Manhattan, Manhattan",3455,1,1.0
467,"West Village, Downtown Manhattan, Manhattan",6208,1,1.0
468,"Hell's Kitchen, Midtown Manhattan, Manhattan",3095,1,1.0
469,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",1895,2,1.0
470,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2950,1,1.0
471,"Theater District, Midtown Manhattan, Manhattan",3410,1,1.0
472,"Inwood, Upper Manhattan, Manhattan",2800,3,2.0
473,"Hunters Point, Long Island City, Northwestern Queens, Queens",4425,2,2.0
474,"East Village, Downtown Manhattan, Manhattan",2675,1,1.0
475,"Central Harlem, Upper Manhattan, Manhattan",1750,0,1.0
476,"East Harlem, Upper Manhattan, Manhattan",2225,1,1.0
477,"Flatbush, Central Brooklyn, Brooklyn",2434,2,1.0
478,"Financial District, Downtown Manhattan, Manhattan",5532,2,1.0
479,"Long Island City, Northwestern Queens, Queens",5815,3,2.0
480,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3325,2,1.0
481,"Astoria, Northwestern Queens, Queens",1850,2,1.0
482,"Theater District, Midtown Manhattan, Manhattan",3620,1,1.0
483,"Inwood, Upper Manhattan, Manhattan",2150,2,1.0
484,"Long Island City, Northwestern Queens, Queens",4209,2,1.0
485,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3175,1,1.0
486,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2195,1,1.0
487,"Inwood, Upper Manhattan, Manhattan",1860,1,1.0
488,"Financial District, Downtown Manhattan, Manhattan",3694,1,1.0
489,"West Village, Downtown Manhattan, Manhattan",4200,1,1.0
490,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2895,2,1.0
491,"Murray Hill, Midtown Manhattan, Manhattan",3556,0,1.0
492,"East Village, Downtown Manhattan, Manhattan",3095,1,1.0
493,"East Harlem, Upper Manhattan, Manhattan",2495,1,1.0
494,"Financial District, Downtown Manhattan, Manhattan",3695,1,1.0
495,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3200,2,2.0
496,"Upper West Side, Upper Manhattan, Manhattan",1900,0,1.0
497,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3775,1,1.0
498,"Greenwich Village, Downtown Manhattan, Manhattan",4300,0,1.0
499,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2482,1,1.0
500,"Murray Hill, Midtown Manhattan, Manhattan",5500,3,1.5
501,"Inwood, Upper Manhattan, Manhattan",2395,2,1.0
502,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",1850,0,1.0
503,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2100,1,1.0
504,"Financial District, Downtown Manhattan, Manhattan",2770,0,1.0
505,"Inwood, Upper Manhattan, Manhattan",2300,2,1.0
506,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2175,1,1.0
507,"Washington Heights, Upper Manhattan, Manhattan",3100,3,1.0
508,"Chelsea, Midtown Manhattan, Manhattan",3850,0,1.0
509,"Financial District, Downtown Manhattan, Manhattan",12370,3,1.0
510,"East Village, Downtown Manhattan, Manhattan",5295,3,1.0
511,"Upper East Side, Upper Manhattan, Manhattan",14117,4,4.0
512,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2200,2,1.0
513,"Tribeca, Downtown Manhattan, Manhattan",3525,0,1.0
514,"Financial District, Downtown Manhattan, Manhattan",3835,1,1.0
515,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",2510,0,1.0
516,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3000,2,1.0
517,"East Village, Downtown Manhattan, Manhattan",2475,1,1.0
518,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3595,1,1.0
519,"Greenwich Village, Downtown Manhattan, Manhattan",3650,2,1.0
520,"Murray Hill, Midtown Manhattan, Manhattan",3500,2,1.0
521,"West Village, Downtown Manhattan, Manhattan",2750,1,1.0
522,"Theater District, Midtown Manhattan, Manhattan",4875,2,2.0
523,"Chelsea, Midtown Manhattan, Manhattan",2350,0,1.0
524,"Upper West Side, Upper Manhattan, Manhattan",4195,2,1.0
525,"West Village, Downtown Manhattan, Manhattan",2850,0,1.0
526,"Financial District, Downtown Manhattan, Manhattan",3045,0,1.0
527,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3000,2,1.0
528,"Upper East Side, Upper Manhattan, Manhattan",2035,1,1.0
529,"Financial District, Downtown Manhattan, Manhattan",5829,2,1.0
530,"Gramercy Park, Midtown Manhattan, Manhattan",2100,0,1.0
531,"Chelsea, Midtown Manhattan, Manhattan",3970,1,1.0
532,"Murray Hill, Midtown Manhattan, Manhattan",6750,4,1.0
533,"Washington Heights, Upper Manhattan, Manhattan",2300,2,1.0
534,"Financial District, Downtown Manhattan, Manhattan",4667,2,1.0
535,"Chelsea, Midtown Manhattan, Manhattan",5911,2,2.0
536,"East Village, Downtown Manhattan, Manhattan",3895,2,1.0
537,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3700,1,1.0
538,"Tribeca, Downtown Manhattan, Manhattan",7053,3,2.0
539,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4821,1,1.0
540,"Upper East Side, Upper Manhattan, Manhattan",7095,3,2.0
541,"Long Island City, Northwestern Queens, Queens",2523,0,1.0
542,"Washington Heights, Upper Manhattan, Manhattan",2695,3,1.0
543,"Inwood, Upper Manhattan, Manhattan",1775,1,1.0
544,"West Village, Downtown Manhattan, Manhattan",2850,1,1.0
545,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2400,1,1.0
546,"East Village, Downtown Manhattan, Manhattan",3900,3,1.0
547,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3495,1,1.0
548,"Chelsea, Midtown Manhattan, Manhattan",2650,1,1.0
549,"Tribeca, Downtown Manhattan, Manhattan",2750,0,1.0
550,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",5500,3,2.0
551,"Financial District, Downtown Manhattan, Manhattan",3000,0,1.0
552,"Astoria, Northwestern Queens, Queens",2250,1,1.0
553,"Financial District, Downtown Manhattan, Manhattan",2830,0,1.0
554,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",6495,3,2.0
555,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2800,3,1.0
556,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2250,1,1.0
557,"Financial District, Downtown Manhattan, Manhattan",3552,1,1.0
558,"Lower East Side, Downtown Manhattan, Manhattan",3000,2,1.0
559,"Hudson Heights, Washington Heights, Upper Manhattan, Manhattan",2295,1,1.0
560,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3795,0,1.0
561,"Alphabet City, East Village, Downtown Manhattan, Manhattan",2675,1,1.0
562,"Financial District, Downtown Manhattan, Manhattan",4769,1,1.0
563,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2925,1,1.0
564,"Hell's Kitchen, Midtown Manhattan, Manhattan",2498,1,1.0
565,"Midtown East, Midtown Manhattan, Manhattan",4650,2,1.0
566,"Crown Heights, Central Brooklyn, Brooklyn",6250,3,3.0
567,"West Village, Downtown Manhattan, Manhattan",3200,2,1.0
568,"Upper East Side, Upper Manhattan, Manhattan",8495,3,3.0
569,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",17500,4,3.0
570,"West Village, Downtown Manhattan, Manhattan",7837,2,2.0
571,"Upper East Side, Upper Manhattan, Manhattan",3950,1,1.0
572,"Financial District, Downtown Manhattan, Manhattan",3022,0,1.0
573,"Upper East Side, Upper Manhattan, Manhattan",2250,1,1.0
574,"NoLita, Downtown Manhattan, Manhattan",4495,2,1.0
575,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2400,1,1.0
576,"West Village, Downtown Manhattan, Manhattan",7749,1,2.0
577,"Bushwick, Northern Brooklyn, Brooklyn",2800,3,2.0
578,"Inwood, Upper Manhattan, Manhattan",2100,1,1.0
579,"Chelsea, Midtown Manhattan, Manhattan",3850,1,1.0
580,"Financial District, Downtown Manhattan, Manhattan",3960,1,1.0
581,"Williamsburg, Northern Brooklyn, Brooklyn",2000,0,1.0
582,"Upper East Side, Upper Manhattan, Manhattan",2575,2,1.0
583,"Bushwick, Northern Brooklyn, Brooklyn",3800,3,1.0
584,"Gramercy Park, Midtown Manhattan, Manhattan",3350,1,1.0
585,"Upper East Side, Upper Manhattan, Manhattan",1950,0,1.0
586,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5312,1,1.0
587,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3400,2,1.0
588,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3000,2,1.0
589,"Astoria, Northwestern Queens, Queens",2450,2,1.0
590,"East Village, Downtown Manhattan, Manhattan",6000,3,2.0
591,"Crown Heights, Central Brooklyn, Brooklyn",3739,2,2.0
592,"Central Harlem, Upper Manhattan, Manhattan",2250,0,1.0
593,"Hell's Kitchen, Midtown Manhattan, Manhattan",2995,2,1.0
594,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",6095,3,2.0
595,"Financial District, Downtown Manhattan, Manhattan",2768,0,1.0
596,"Gramercy Park, Midtown Manhattan, Manhattan",5000,3,1.0
597,"Financial District, Downtown Manhattan, Manhattan",5295,2,2.0
598,"Upper East Side, Upper Manhattan, Manhattan",5495,1,2.0
599,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3000,2,1.0
600,"Gramercy Park, Midtown Manhattan, Manhattan",4495,3,1.0
601,"Murray Hill, Midtown Manhattan, Manhattan",2495,1,1.0
602,"Hell's Kitchen, Midtown Manhattan, Manhattan",3600,3,1.0
603,"East Harlem, Upper Manhattan, Manhattan",4703,4,2.0
604,"Murray Hill, Midtown Manhattan, Manhattan",4433,1,1.0
605,"Long Island City, Northwestern Queens, Queens",3246,1,1.0
606,"Upper East Side, Upper Manhattan, Manhattan",3450,1,1.0
607,"West Village, Downtown Manhattan, Manhattan",5903,1,2.0
608,"Tribeca, Downtown Manhattan, Manhattan",6950,1,2.0
609,"West Village, Downtown Manhattan, Manhattan",2566,0,1.0
610,"East Village, Downtown Manhattan, Manhattan",4695,3,1.0
611,"Inwood, Upper Manhattan, Manhattan",3300,4,2.0
612,"Alphabet City, East Village, Downtown Manhattan, Manhattan",5495,3,2.0
613,"West Village, Downtown Manhattan, Manhattan",5129,0,1.0
614,"Financial District, Downtown Manhattan, Manhattan",3781,1,1.0
615,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4095,1,1.0
616,"Upper East Side, Upper Manhattan, Manhattan",6295,2,2.0
617,"Hell's Kitchen, Midtown Manhattan, Manhattan",3782,1,1.0
618,"East Village, Downtown Manhattan, Manhattan",4325,2,1.0
619,"Upper East Side, Upper Manhattan, Manhattan",2200,1,1.0
620,"Hell's Kitchen, Midtown Manhattan, Manhattan",3290,1,1.0
621,"West Village, Downtown Manhattan, Manhattan",4487,0,1.0
622,"Upper East Side, Upper Manhattan, Manhattan",1930,1,1.0
623,"East Harlem, Upper Manhattan, Manhattan",3300,2,2.0
624,"Hell's Kitchen, Midtown Manhattan, Manhattan",6838,2,2.0
625,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",5095,3,1.0
626,"Washington Heights, Upper Manhattan, Manhattan",2750,3,1.0
627,"East Harlem, Upper Manhattan, Manhattan",3650,2,2.0
628,"Financial District, Downtown Manhattan, Manhattan",6620,3,2.0
629,"East Harlem, Upper Manhattan, Manhattan",4517,4,2.0
630,"Murray Hill, Midtown Manhattan, Manhattan",3470,1,1.0
631,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",6995,4,2.0
632,"East Harlem, Upper Manhattan, Manhattan",3650,2,2.0
633,"Battery Park City, Downtown Manhattan, Manhattan",3055,0,1.0
634,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3804,1,1.0
635,"Bushwick, Northern Brooklyn, Brooklyn",2400,2,1.0
636,"East Harlem, Upper Manhattan, Manhattan",2390,1,1.0
637,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4250,1,2.0
638,"Murray Hill, Midtown Manhattan, Manhattan",3795,1,1.0
639,"West Village, Downtown Manhattan, Manhattan",3600,1,1.0
640,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2290,1,1.0
641,"Financial District, Downtown Manhattan, Manhattan",3880,1,1.0
642,"Financial District, Downtown Manhattan, Manhattan",1792,0,2.0
643,"East Village, Downtown Manhattan, Manhattan",3595,2,1.0
644,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3395,1,1.0
645,"Upper East Side, Upper Manhattan, Manhattan",2850,2,1.0
646,"Upper East Side, Upper Manhattan, Manhattan",5495,3,2.0
647,"Murray Hill, Midtown Manhattan, Manhattan",2861,0,1.0
648,"East Village, Downtown Manhattan, Manhattan",4495,2,1.0
649,"Midtown East, Midtown Manhattan, Manhattan",2850,0,1.0
650,"Long Island City, Northwestern Queens, Queens",5815,3,2.0
651,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",3800,2,1.0
652,"Upper West Side, Upper Manhattan, Manhattan",3650,2,1.5
653,"Financial District, Downtown Manhattan, Manhattan",2750,0,1.0
654,"Battery Park City, Downtown Manhattan, Manhattan",6795,2,2.0
655,"Financial District, Downtown Manhattan, Manhattan",2450,0,1.0
656,"Financial District, Downtown Manhattan, Manhattan",2837,0,1.0
657,"Battery Park City, Downtown Manhattan, Manhattan",9450,3,2.0
658,"Upper West Side, Upper Manhattan, Manhattan",2595,1,1.0
659,"Financial District, Downtown Manhattan, Manhattan",3750,1,1.0
660,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",6995,4,2.0
661,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2995,1,1.0
662,"Upper West Side, Upper Manhattan, Manhattan",4021,1,1.0
663,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3200,1,1.0
664,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",1795,0,1.0
665,"Astoria, Northwestern Queens, Queens",2600,2,1.0
666,"East Harlem, Upper Manhattan, Manhattan",3600,0,1.0
667,"Hell's Kitchen, Midtown Manhattan, Manhattan",6000,2,2.0
668,"Hunters Point, Long Island City, Northwestern Queens, Queens",3300,1,1.0
669,"Financial District, Downtown Manhattan, Manhattan",2995,0,1.0
670,"Financial District, Downtown Manhattan, Manhattan",2705,1,1.0
671,"Chelsea, Midtown Manhattan, Manhattan",4400,1,1.0
672,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",3263,2,1.0
673,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",3202,2,1.0
674,"Financial District, Downtown Manhattan, Manhattan",3775,1,1.0
675,"Hell's Kitchen, Midtown Manhattan, Manhattan",9246,3,3.0
676,"Washington Heights, Upper Manhattan, Manhattan",2086,1,1.0
677,"Hell's Kitchen, Midtown Manhattan, Manhattan",3295,1,1.0
678,"Hell's Kitchen, Midtown Manhattan, Manhattan",2395,1,1.0
679,"Battery Park City, Downtown Manhattan, Manhattan",4150,1,1.0
680,"Midtown East, Midtown Manhattan, Manhattan",2775,2,1.0
681,"Inwood, Upper Manhattan, Manhattan",1459,1,1.0
682,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",4199,1,1.0
683,"Murray Hill, Midtown Manhattan, Manhattan",2850,0,1.0
684,"Tribeca, Downtown Manhattan, Manhattan",5158,2,2.0
685,"Upper East Side, Upper Manhattan, Manhattan",2125,0,1.0
686,"Financial District, Downtown Manhattan, Manhattan",2615,0,1.0
687,"Financial District, Downtown Manhattan, Manhattan",4500,1,1.0
688,"Upper East Side, Upper Manhattan, Manhattan",2450,0,1.0
689,"Upper West Side, Upper Manhattan, Manhattan",2850,1,1.0
690,"Upper East Side, Upper Manhattan, Manhattan",3795,1,1.0
691,"Alphabet City, East Village, Downtown Manhattan, Manhattan",2225,0,1.0
692,"East Village, Downtown Manhattan, Manhattan",2800,1,1.0
693,"Hell's Kitchen, Midtown Manhattan, Manhattan",6824,1,1.0
694,"East Village, Downtown Manhattan, Manhattan",6750,4,1.0
695,"Tribeca, Downtown Manhattan, Manhattan",10000,3,3.0
696,"West Village, Downtown Manhattan, Manhattan",2612,0,1.0
697,"Washington Heights, Upper Manhattan, Manhattan",4216,4,3.0
698,"Upper East Side, Upper Manhattan, Manhattan",1995,0,1.0
699,"Financial District, Downtown Manhattan, Manhattan",4278,1,1.0
700,"West Village, Downtown Manhattan, Manhattan",2200,0,1.0
701,"Chelsea, Midtown Manhattan, Manhattan",3391,0,1.0
702,"Greenwich Village, Downtown Manhattan, Manhattan",4000,2,1.0
703,"Upper East Side, Upper Manhattan, Manhattan",2125,0,1.0
